Timestamp,Age,Gender,Country,state,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2014-08-28 11:36:48,31,male,canada,il,yes,yes,sometimes,1-5,yes,yes,no,yes,no,no,yes,somewhat easy,no,no,no,no,no,no,yes,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 11:38:30,37,female,united states,ca,no,yes,rarely,26-100,no,no,yes,yes,yes,yes,don't know,don't know,maybe,maybe,yes,some of them,no,maybe,yes,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 11:40:11,37,male,ireland,ca,no,yes,sometimes,1-5,no,yes,no,no,no,no,don't know,very easy,no,no,yes,yes,maybe,maybe,yes,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 11:44:43,38,male,ireland,ca,no,yes,sometimes,1-5,no,yes,no,no,no,no,no,very difficult,yes,yes,no,no,no,no,no,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 11:47:35,27,female,united states,ca,no,no,sometimes,100-500,no,yes,don't know,not sure,yes,don't know,don't know,somewhat easy,yes,no,some of them,no,no,maybe,no,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 11:48:12,39,male,netherlands,ca,yes,no,sometimes,6-25,no,yes,no,no,yes,no,yes,somewhat easy,no,no,some of them,yes,maybe,maybe,yes,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 11:50:06,33,female,united states,az,yes,yes,sometimes,1-5,no,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,yes,some of them,no,no,no,no,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 11:50:28,27,male,united kingdom,az,no,no,never,26-100,no,yes,don't know,not sure,no,don't know,don't know,somewhat easy,no,no,some of them,no,yes,yes,don't know,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 11:54:23,36,f,united states,ca,no,no,never,6-25,yes,yes,yes,no,no,no,don't know,don't know,maybe,maybe,some of them,some of them,no,no,no,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 11:58:21,28,male,united kingdom,ca,no,no,never,26-100,no,yes,don't know,not sure,no,no,don't know,somewhat easy,no,no,some of them,yes,maybe,yes,don't know,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 11:59:23,39,male,united kingdom,ca,no,no,sometimes,500-1000,no,no,don't know,no,no,no,don't know,don't know,maybe,maybe,some of them,some of them,no,no,don't know,no,i feel like most of my answers were useless due to answering that i am self-employed early on. since my employer is me... my employer does/doesn't offer mental health benefits or would i be comfortable bring it up with 'them' doesn't make sense...
2014-08-28 12:02:59,33,male,united states,va,yes,yes,sometimes,1-5,yes,yes,no,yes,no,no,yes,very easy,maybe,maybe,yes,yes,no,no,yes,no,my current work situation was constructed in part because of my mental health issues. one of the reasons i'm self employed is to give me the most flexibility for coping with my mental health issues.i have been removed from a client project in the past because of a mental health condition. this was while i was an employee for a large consulting company.
2014-08-28 12:05:41,32,male,united kingdom,va,no,no,sometimes,more than 1000,no,no,don't know,not sure,no,don't know,don't know,don't know,maybe,no,some of them,some of them,no,yes,don't know,no,my current work situation was constructed in part because of my mental health issues. one of the reasons i'm self employed is to give me the most flexibility for coping with my mental health issues.i have been removed from a client project in the past because of a mental health condition. this was while i was an employee for a large consulting company.
2014-08-28 12:06:55,28,male,united kingdom,va,no,no,sometimes,more than 1000,no,no,don't know,not sure,no,don't know,don't know,don't know,no,no,some of them,some of them,yes,yes,no,no,my current work situation was constructed in part because of my mental health issues. one of the reasons i'm self employed is to give me the most flexibility for coping with my mental health issues.i have been removed from a client project in the past because of a mental health condition. this was while i was an employee for a large consulting company.
2014-08-28 12:07:28,37,male,united kingdom,va,no,yes,rarely,6-25,no,yes,no,no,no,no,yes,somewhat easy,yes,no,some of them,yes,no,maybe,no,yes,some of these questions are not really suitable for non us people.
2014-08-28 12:08:30,39,male,canada,va,no,no,sometimes,100-500,no,no,yes,yes,yes,yes,yes,very easy,yes,no,some of them,yes,no,maybe,no,yes,some of these questions are not really suitable for non us people.
2014-08-28 12:09:18,43,msle,united states,va,no,no,sometimes,6-25,yes,yes,don't know,no,no,don't know,don't know,don't know,maybe,no,no,no,no,maybe,no,no,some of these questions are not really suitable for non us people.
2014-08-28 12:10:08,32,neuter,united kingdom,va,no,no,sometimes,more than 1000,no,no,don't know,no,yes,yes,don't know,don't know,no,no,yes,some of them,yes,yes,yes,yes,some of these questions are not really suitable for non us people.
2014-08-28 12:10:42,27,female,united states,wa,no,no,sometimes,more than 1000,no,yes,don't know,not sure,no,yes,don't know,don't know,maybe,no,some of them,yes,no,no,don't know,no,some of these questions are not really suitable for non us people.
2014-08-28 12:12:49,31,female,united kingdom,wa,no,no,sometimes,6-25,no,yes,don't know,no,no,no,don't know,don't know,no,no,yes,yes,maybe,maybe,don't know,no,some of these questions are not really suitable for non us people.
2014-08-28 12:15:08,43,male,united kingdom,wa,no,no,never,26-100,no,yes,don't know,no,no,don't know,don't know,don't know,no,no,yes,yes,yes,yes,don't know,no,some of these questions are not really suitable for non us people.
2014-08-28 12:19:34,33,male,united states,wi,no,no,sometimes,6-25,yes,yes,no,yes,no,no,yes,somewhat difficult,no,no,yes,yes,yes,yes,don't know,no,some of these questions are not really suitable for non us people.
2014-08-28 12:19:42,34,male,united kingdom,wi,no,yes,sometimes,more than 1000,no,yes,don't know,not sure,don't know,don't know,yes,very easy,no,no,some of them,yes,no,maybe,yes,no,some of these questions are not really suitable for non us people.
2014-08-28 12:22:14,33,m,united states,ca,yes,no,sometimes,1-5,no,yes,don't know,no,no,no,don't know,don't know,no,no,yes,yes,no,maybe,don't know,no,some of these questions are not really suitable for non us people.
2014-08-28 12:23:37,25,male,united states,ca,no,no,sometimes,6-25,no,yes,don't know,no,no,no,don't know,don't know,no,no,some of them,yes,no,no,don't know,no,some of these questions are not really suitable for non us people.
2014-08-28 12:30:20,25,male,united states,ne,no,yes,sometimes,more than 1000,no,no,yes,yes,yes,yes,yes,don't know,maybe,no,some of them,some of them,no,no,no,yes,some of these questions are not really suitable for non us people.
2014-08-28 12:40:46,32,male,united kingdom,ne,yes,yes,sometimes,1-5,no,yes,no,yes,no,no,yes,somewhat easy,no,no,no,yes,no,maybe,no,no,some of these questions are not really suitable for non us people.
2014-08-28 12:42:12,25,male,united states,co,no,yes,sometimes,26-100,no,yes,yes,yes,don't know,don't know,yes,don't know,maybe,no,some of them,some of them,no,maybe,don't know,no,some of these questions are not really suitable for non us people.
2014-08-28 12:42:30,37,male,netherlands,co,no,no,sometimes,100-500,yes,no,don't know,no,don't know,don't know,don't know,somewhat easy,maybe,no,yes,yes,no,no,don't know,no,some of these questions are not really suitable for non us people.
2014-08-28 12:44:55,39,m,switzerland,co,no,no,never,more than 1000,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,some of them,some of them,no,maybe,yes,no,some of these questions are not really suitable for non us people.
2014-08-28 12:53:21,29,m,united kingdom,co,no,no,rarely,100-500,no,yes,don't know,not sure,no,no,don't know,somewhat easy,no,no,some of them,yes,no,maybe,don't know,yes,some of these questions are not really suitable for non us people.
2014-08-28 13:01:26,33,male,united states,ny,no,no,sometimes,more than 1000,no,yes,yes,yes,don't know,don't know,don't know,don't know,maybe,maybe,some of them,some of them,no,no,don't know,no,some of these questions are not really suitable for non us people.
2014-08-28 13:04:30,37,female,united states,tx,no,no,often,6-25,yes,yes,don't know,not sure,no,no,yes,somewhat difficult,yes,no,some of them,some of them,no,yes,no,yes,some of these questions are not really suitable for non us people.
2014-08-28 13:08:36,35,female,united states,la,no,no,sometimes,100-500,no,no,yes,no,no,no,yes,very difficult,yes,maybe,no,some of them,no,yes,no,yes,i work for the state government. while things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so i have to be careful about what i say and how i say it. i often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave.
2014-08-28 13:11:05,22,female,united states,wa,no,yes,sometimes,more than 1000,no,yes,don't know,not sure,don't know,don't know,don't know,very difficult,yes,maybe,some of them,some of them,no,maybe,no,yes,i work for the state government. while things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so i have to be careful about what i say and how i say it. i often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave.
2014-08-28 13:17:40,38,male,united states,mi,no,no,never,26-100,no,yes,yes,yes,no,no,don't know,somewhat easy,maybe,no,some of them,yes,no,maybe,no,yes,i work for the state government. while things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so i have to be careful about what i say and how i say it. i often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave.
2014-08-28 13:26:17,32,female,united states,ca,no,yes,often,100-500,no,yes,yes,no,no,don't know,don't know,don't know,yes,no,some of them,yes,no,no,don't know,no,i work for the state government. while things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so i have to be careful about what i say and how i say it. i often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave.
2014-08-28 13:32:37,28,male,brazil,ca,no,no,often,26-100,no,yes,don't know,no,no,no,don't know,don't know,maybe,no,some of them,yes,maybe,yes,no,yes,i work for the state government. while things are slowly changing regarding covering mental health with state employees it's just not something that is acceptable in this kind of strict environment so i have to be careful about what i say and how i say it. i often take mental health days but have to call in with a physical illness because mental health problems are not acceptable excuses for using sick leave.
2014-08-28 13:34:57,27,male,switzerland,ca,no,yes,often,26-100,no,yes,no,no,no,no,don't know,don't know,maybe,no,some of them,yes,no,yes,no,no,thank you for your work what you do is important!
2014-08-28 13:35:25,35,female,united states,ca,no,no,sometimes,100-500,yes,yes,don't know,no,don't know,don't know,don't know,very easy,maybe,no,some of them,no,no,maybe,yes,no,it might be safe to talk about it where i am now but i don't know for sure and i err on the side of being over cautious. struggle with depression and anxiety which sometimes affects my productivity but i try to make up / cover up for it instead of being open about it.
2014-08-28 13:39:12,29,male,united states,md,no,no,never,100-500,no,no,yes,yes,yes,no,yes,very easy,yes,maybe,yes,yes,no,maybe,don't know,no,it might be safe to talk about it where i am now but i don't know for sure and i err on the side of being over cautious. struggle with depression and anxiety which sometimes affects my productivity but i try to make up / cover up for it instead of being open about it.
2014-08-28 13:39:40,23,male,united states,ca,no,yes,sometimes,6-25,no,yes,no,yes,no,no,don't know,very easy,no,no,some of them,yes,maybe,maybe,yes,no,it might be safe to talk about it where i am now but i don't know for sure and i err on the side of being over cautious. struggle with depression and anxiety which sometimes affects my productivity but i try to make up / cover up for it instead of being open about it.
2014-08-28 13:40:08,39,m,united states,ct,no,no,sometimes,26-100,yes,yes,yes,no,no,no,don't know,don't know,yes,maybe,no,no,no,no,don't know,no,it might be safe to talk about it where i am now but i don't know for sure and i err on the side of being over cautious. struggle with depression and anxiety which sometimes affects my productivity but i try to make up / cover up for it instead of being open about it.
2014-08-28 13:41:51,30,female,united states,ca,no,no,sometimes,more than 1000,no,yes,yes,yes,yes,yes,yes,very easy,no,no,some of them,no,no,no,yes,no,it might be safe to talk about it where i am now but i don't know for sure and i err on the side of being over cautious. struggle with depression and anxiety which sometimes affects my productivity but i try to make up / cover up for it instead of being open about it.
2014-08-28 13:47:37,32,m,united kingdom,ca,no,no,sometimes,26-100,no,yes,don't know,not sure,no,don't know,don't know,somewhat easy,maybe,maybe,some of them,some of them,maybe,maybe,don't know,no,it might be safe to talk about it where i am now but i don't know for sure and i err on the side of being over cautious. struggle with depression and anxiety which sometimes affects my productivity but i try to make up / cover up for it instead of being open about it.
2014-08-28 13:47:57,28,female (trans),united states,ca,no,no,sometimes,26-100,no,yes,no,yes,no,no,don't know,somewhat difficult,yes,maybe,some of them,some of them,no,no,no,yes,it might be safe to talk about it where i am now but i don't know for sure and i err on the side of being over cautious. struggle with depression and anxiety which sometimes affects my productivity but i try to make up / cover up for it instead of being open about it.
2014-08-28 13:48:30,40,female,united states,wa,no,yes,sometimes,100-500,no,no,yes,yes,yes,yes,yes,don't know,maybe,no,some of them,yes,no,no,don't know,yes,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 13:54:47,36,f,united states,ca,no,yes,sometimes,6-25,no,yes,don't know,no,no,don't know,don't know,don't know,no,no,no,some of them,no,maybe,yes,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 13:57:01,27,male,united states,in,no,no,sometimes,26-100,yes,yes,don't know,not sure,no,don't know,don't know,very easy,no,no,yes,yes,maybe,maybe,yes,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:00:02,41,male,united states,tx,no,yes,sometimes,more than 1000,no,yes,yes,yes,no,yes,don't know,don't know,maybe,no,some of them,some of them,no,maybe,no,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:01:56,29,male,united kingdom,tx,no,no,never,6-25,no,yes,don't know,no,no,no,don't know,don't know,maybe,no,some of them,no,no,maybe,don't know,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:02:07,29,m,united kingdom,tx,no,no,sometimes,100-500,no,yes,no,no,no,no,don't know,somewhat difficult,no,no,some of them,some of them,no,maybe,no,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:04:54,35,male,united states,mo,no,no,often,1-5,no,no,no,no,no,no,yes,very difficult,yes,no,some of them,some of them,no,yes,no,yes,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:12:58,28,male,united states,nv,no,no,never,6-25,yes,yes,no,yes,no,no,don't know,don't know,maybe,maybe,some of them,some of them,no,no,don't know,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:15:02,36,f,united kingdom,nv,yes,no,sometimes,1-5,yes,yes,don't know,not sure,don't know,don't know,don't know,don't know,maybe,no,some of them,no,no,no,don't know,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:31:00,39,female,united states,wa,no,no,sometimes,26-100,no,yes,don't know,not sure,no,don't know,don't know,don't know,yes,no,no,no,no,yes,don't know,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:38:50,39,male,united states,fl,no,yes,sometimes,500-1000,no,yes,yes,yes,yes,yes,yes,very difficult,maybe,no,some of them,yes,no,no,don't know,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:41:47,44,male,united states,fl,yes,yes,sometimes,1-5,yes,yes,no,yes,no,no,no,very easy,yes,yes,some of them,no,no,no,yes,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:46:08,26,queer,germany,fl,yes,no,sometimes,6-25,yes,yes,no,not sure,yes,yes,yes,very easy,no,no,some of them,some of them,maybe,maybe,yes,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:51:46,35,male,denmark,fl,yes,yes,often,1-5,no,yes,no,yes,yes,no,don't know,somewhat easy,no,no,some of them,some of them,maybe,yes,yes,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:52:46,40,female,united states,wa,no,yes,sometimes,100-500,no,no,yes,not sure,yes,don't know,don't know,don't know,yes,maybe,some of them,no,no,no,don't know,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:53:02,35,male,denmark,wa,yes,yes,often,1-5,no,yes,no,yes,yes,no,don't know,somewhat easy,no,no,some of them,some of them,maybe,yes,yes,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:53:32,38,m,united states,il,no,no,never,more than 1000,yes,yes,no,yes,no,no,no,very difficult,yes,yes,no,no,no,no,don't know,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 14:57:10,34,male,united states,fl,no,no,never,more than 1000,yes,yes,don't know,not sure,don't know,don't know,don't know,don't know,no,no,some of them,yes,no,maybe,yes,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 15:01:46,43,m,united states,ma,no,no,never,more than 1000,no,yes,yes,no,yes,yes,don't know,don't know,no,no,some of them,yes,no,maybe,don't know,no,i'm comfortable talking about mental health with my current supervisor & my immediate at my current job but this is a first for me!
2014-08-28 15:25:39,48,female (cis),united states,ca,no,yes,often,26-100,no,yes,don't know,no,no,no,no,very difficult,yes,yes,no,some of them,no,no,no,yes,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 15:32:03,20,male,united states,wa,no,no,never,26-100,no,yes,don't know,not sure,don't know,don't know,don't know,don't know,no,no,some of them,yes,maybe,maybe,yes,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 15:37:04,40,m,united states,mi,yes,no,sometimes,1-5,yes,yes,don't know,not sure,no,no,don't know,somewhat easy,yes,maybe,some of them,no,no,no,don't know,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 15:40:32,29,female,united kingdom,mi,no,no,rarely,6-25,no,yes,don't know,no,no,no,don't know,don't know,maybe,no,some of them,no,no,maybe,don't know,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 15:43:37,35,male,united states,mi,no,yes,sometimes,1-5,no,no,no,yes,no,no,yes,don't know,no,no,some of them,yes,no,no,yes,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 15:48:12,29,male,united states,wi,no,yes,sometimes,more than 1000,yes,no,yes,yes,no,yes,yes,very easy,maybe,no,some of them,no,no,no,yes,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 15:50:12,40,m,united states,ca,no,no,never,100-500,no,yes,yes,not sure,no,don't know,don't know,don't know,maybe,no,some of them,some of them,no,maybe,don't know,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 15:50:44,29,male,sweden,ca,no,no,rarely,6-25,no,yes,no,yes,no,no,yes,very easy,no,no,some of them,yes,no,no,yes,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 15:54:35,29,f,united states,ca,no,yes,rarely,100-500,no,yes,yes,not sure,don't know,no,don't know,don't know,no,no,yes,yes,no,maybe,don't know,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 15:56:47,34,male,united states,tx,no,no,sometimes,1-5,no,yes,no,no,no,no,don't know,don't know,yes,no,no,no,no,yes,don't know,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 16:09:35,44,male,united kingdom,tx,no,yes,sometimes,500-1000,no,no,don't know,no,no,no,don't know,somewhat difficult,maybe,no,some of them,yes,no,maybe,no,yes,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 16:17:09,24,female,united states,ny,no,yes,often,6-25,no,yes,yes,yes,no,no,yes,very easy,no,no,some of them,yes,no,yes,no,yes,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 16:31:00,47,f,united states,pa,no,no,often,100-500,yes,yes,don't know,no,no,don't know,don't know,very difficult,yes,yes,no,no,no,no,no,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 16:42:49,43,m,united kingdom,pa,no,yes,often,more than 1000,no,no,don't know,no,no,no,don't know,very easy,maybe,no,some of them,yes,no,maybe,don't know,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 16:52:23,36,m,united states,pa,no,no,rarely,more than 1000,no,yes,yes,yes,yes,yes,yes,somewhat difficult,no,no,some of them,yes,no,no,no,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 16:52:34,43,male,united states,ga,no,no,sometimes,more than 1000,no,no,don't know,no,no,don't know,don't know,very difficult,maybe,no,some of them,yes,no,no,don't know,no,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 16:52:34,36,male,united kingdom,ga,yes,no,sometimes,6-25,yes,yes,no,no,no,no,don't know,somewhat difficult,no,no,yes,yes,no,maybe,don't know,yes,none of us who are already in marginal groups in tech--the non-young the non-male the non-white--will risk our careers to admit another source of stigma: poor health.
2014-08-28 16:54:49,31,female,united states,ny,no,yes,sometimes,100-500,no,yes,yes,yes,no,no,don't know,somewhat difficult,no,no,yes,yes,maybe,maybe,don't know,no,i have been incredibly public about my own struggle in my own conversations and in social media insofar as how i can use my depression to raise awareness or help others. because of that my employer - or any future employer - kind of knows by default. it's not a secret. that said the downside of that openness is that i have no faith that i wouldn't be discriminated against at a future job simply because the information is public. likewise i worry i'm seen as less-than by my employer in some circumstances. regerdless i don't regret being public and raising awareness. my point is that even those of us who do publicly discuss the issue fear systemic retribution.
2014-08-28 16:55:07,35,male,united states,ca,no,no,sometimes,more than 1000,no,yes,don't know,not sure,yes,don't know,don't know,don't know,maybe,no,some of them,no,no,no,don't know,no,i have been incredibly public about my own struggle in my own conversations and in social media insofar as how i can use my depression to raise awareness or help others. because of that my employer - or any future employer - kind of knows by default. it's not a secret. that said the downside of that openness is that i have no faith that i wouldn't be discriminated against at a future job simply because the information is public. likewise i worry i'm seen as less-than by my employer in some circumstances. regerdless i don't regret being public and raising awareness. my point is that even those of us who do publicly discuss the issue fear systemic retribution.
2014-08-28 16:55:31,33,male,united states,tn,no,yes,sometimes,26-100,no,no,yes,no,no,no,yes,somewhat difficult,no,no,some of them,some of them,no,no,don't know,no,i have been incredibly public about my own struggle in my own conversations and in social media insofar as how i can use my depression to raise awareness or help others. because of that my employer - or any future employer - kind of knows by default. it's not a secret. that said the downside of that openness is that i have no faith that i wouldn't be discriminated against at a future job simply because the information is public. likewise i worry i'm seen as less-than by my employer in some circumstances. regerdless i don't regret being public and raising awareness. my point is that even those of us who do publicly discuss the issue fear systemic retribution.
2014-08-28 16:56:26,37,male,italy,tn,no,no,sometimes,26-100,no,yes,don't know,not sure,don't know,don't know,don't know,don't know,yes,yes,some of them,no,no,no,no,no,i have been incredibly public about my own struggle in my own conversations and in social media insofar as how i can use my depression to raise awareness or help others. because of that my employer - or any future employer - kind of knows by default. it's not a secret. that said the downside of that openness is that i have no faith that i wouldn't be discriminated against at a future job simply because the information is public. likewise i worry i'm seen as less-than by my employer in some circumstances. regerdless i don't regret being public and raising awareness. my point is that even those of us who do publicly discuss the issue fear systemic retribution.
2014-08-28 16:56:57,34,m,united states,tn,no,no,sometimes,100-500,no,yes,don't know,no,yes,don't know,yes,don't know,maybe,no,some of them,no,no,no,don't know,no,at a previous employer i witness a bad thing happen to a coworker with mental health issues get swept under the rug... :(
2014-08-28 16:56:58,36,male,netherlands,tn,yes,no,sometimes,1-5,no,yes,no,no,no,no,don't know,very easy,no,no,yes,no,no,no,yes,no,at a previous employer i witness a bad thing happen to a coworker with mental health issues get swept under the rug... :(
2014-08-28 16:57:07,40,m,united states,tn,yes,yes,sometimes,1-5,yes,yes,no,yes,no,no,yes,very easy,no,no,yes,yes,no,no,yes,no,at a previous employer i witness a bad thing happen to a coworker with mental health issues get swept under the rug... :(
2014-08-28 16:57:46,40,m,united states,il,no,no,rarely,more than 1000,no,yes,yes,yes,yes,yes,yes,don't know,no,no,some of them,some of them,no,maybe,don't know,no,while not personally affected i do have immediate family with mental health illness and my employer has been very supportive. thanks for doing this survey.
2014-08-28 16:57:49,42,male,united states,wi,no,no,sometimes,1-5,yes,yes,no,yes,no,no,don't know,somewhat easy,maybe,no,no,no,no,maybe,don't know,no,while not personally affected i do have immediate family with mental health illness and my employer has been very supportive. thanks for doing this survey.
2014-08-28 16:58:33,23,m,united states,ky,no,yes,sometimes,26-100,yes,yes,yes,yes,no,don't know,yes,don't know,maybe,no,no,some of them,no,no,don't know,no,while not personally affected i do have immediate family with mental health illness and my employer has been very supportive. thanks for doing this survey.
2014-08-28 16:58:33,21,male,united kingdom,ky,no,yes,never,6-25,no,no,no,no,no,no,yes,somewhat easy,maybe,no,some of them,some of them,no,maybe,don't know,no,while not personally affected i do have immediate family with mental health illness and my employer has been very supportive. thanks for doing this survey.
2014-08-28 16:58:50,26,male,canada,ky,no,no,sometimes,6-25,yes,yes,no,no,no,no,don't know,very difficult,yes,maybe,some of them,some of them,no,maybe,don't know,no,while not personally affected i do have immediate family with mental health illness and my employer has been very supportive. thanks for doing this survey.
2014-08-28 17:01:06,31,male,united states,ky,no,yes,sometimes,6-25,no,yes,don't know,not sure,no,no,don't know,don't know,maybe,no,some of them,some of them,no,no,don't know,no,while not personally affected i do have immediate family with mental health illness and my employer has been very supportive. thanks for doing this survey.
2014-08-28 17:01:21,25,m,united states,ca,no,yes,sometimes,more than 1000,no,yes,yes,yes,yes,yes,yes,very easy,no,no,some of them,yes,maybe,yes,yes,no,while not personally affected i do have immediate family with mental health illness and my employer has been very supportive. thanks for doing this survey.
2014-08-28 17:01:25,51,male,united states,mn,no,no,never,more than 1000,yes,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,no,no,yes,no,while not personally affected i do have immediate family with mental health illness and my employer has been very supportive. thanks for doing this survey.
2014-08-28 17:02:27,24,male,united states,tn,no,no,never,6-25,no,yes,don't know,not sure,don't know,no,yes,somewhat easy,no,no,some of them,yes,no,maybe,don't know,no,while not personally affected i do have immediate family with mental health illness and my employer has been very supportive. thanks for doing this survey.
2014-08-28 17:02:29,33,male,united states,mn,no,no,never,100-500,no,yes,no,no,no,no,don't know,don't know,maybe,no,some of them,yes,no,no,no,no,the company i work for was started by engineers and so anything other then the engineering department has always lacked a bit. now that we've grown things are better but i feel that overall our total benefits package (including healthcare) isn't well communicated. this reflects negatively on the mental health questions above but would also reflect negatively on any other sort of survey about the benefits. that is i don't think the company is purposefully doing less for mental health. they just aren't doing enough across the board and that includes mental health.
